Cab_App_Type,Source,Destination,Price,Availability,Cab_Type,,,,
Rapido,Minjur,tiruvallur,122,1,Cab,,,,
Uber,mosur,egattur,528,2,Auto,,,,
Uber,mosur,egattur,185,5,Bike,,,,
Uber,mosur,egattur,542,5,Uber Go,,,,
Uber,mosur,egattur,591,5,Uber XL,,,,
Ola,mosur,egattur,532,5,Auto,,,,
Ola,mosur,egattur,175,4,Bike,,,,
Ola,mosur,egattur,538,7,Mini,,,,
Ola,mosur,egattur,725,3,Prime Sedan,,,,
Rapido,mosur,egattur,562,5,Auto,,,,
Rapido,mosur,egattur,188,2,Bike,,,,
Rapido,mosur,egattur,588,9,Cab,,,,
Uber,Mylapore,Kotturpuram,,,Bike,,,,
Uber,Mylapore,Kotturpuram,,,Uber Go,,,,
Uber,Mylapore,Kotturpuram,,,Uber XL,,,,
Ola,Mylapore,Kotturpuram,116,1,Auto,,,,
Ola,Mylapore,Kotturpuram,50,2,Bike,,,,
Ola,Mylapore,Kotturpuram,194,1,Mini,,,,
Ola,Mylapore,Kotturpuram,183,2,Prime Sedan,,,,
Rapido,Mylapore,Kotturpuram,118,3,Auto,,,,
Rapido,Mylapore,Kotturpuram,49,3,Bike,,,,
Rapido,Mylapore,Kotturpuram,192,4,Cab,,,,
Uber,nandanam,chennai fort,214,6,Auto,,,,
Uber,nandanam,chennai fort,158,6,Bike,,,,
Uber,nandanam,chennai fort,221,1,Uber Go,,,,
Uber,nandanam,chennai fort,259,1,Uber XL,,,,
Ola,nandanam,chennai fort,162,3,Auto,,,,
Ola,nandanam,chennai fort,90,2,Bike,,,,
Ola,nandanam,chennai fort,229,4,Mini,,,,
Ola,nandanam,chennai fort,225,5,Prime Sedan,,,,
Rapido,nandanam,chennai fort,279,5,Auto,,,,
Rapido,nandanam,chennai fort,136,3,Bike,,,,
Rapido,nandanam,chennai fort,204,2,Cab,,,,
Uber,nandanam,thousand lights,169,4,Auto,,,,
Uber,nandanam,thousand lights,92,4,Bike,,,,
Uber,nandanam,thousand lights,214,5,Uber Go,,,,
Uber,nandanam,thousand lights,297,3,Uber XL,,,,
Ola,nandanam,thousand lights,147,2,Auto,,,,
Ola,nandanam,thousand lights,50,1,Bike,,,,
Ola,nandanam,thousand lights,210,3,Mini,,,,
Ola,nandanam,thousand lights,237,4,Prime Sedan,,,,
Rapido,nandanam,thousand lights,197,1,Auto,,,,
Rapido,nandanam,thousand lights,74,4,Bike,,,,
Rapido,nandanam,thousand lights,128,1,Cab,,,,
Uber,ngo colony,saraswathi nagar,134,6,Auto,,,,
Uber,ngo colony,saraswathi nagar,39,2,Bike,,,,
Uber,ngo colony,saraswathi nagar,139,3,Uber Go,,,,
Uber,ngo colony,saraswathi nagar,141,5,Uber XL,,,,
Ola,ngo colony,saraswathi nagar,93,8,Auto,,,,
Ola,ngo colony,saraswathi nagar,29,1,Bike,,,,
Ola,ngo colony,saraswathi nagar,141,3,Mini,,,,
Ola,ngo colony,saraswathi nagar,162,4,Prime Sedan,,,,
Rapido,ngo colony,saraswathi nagar,81,1,Auto,,,,
Rapido,ngo colony,saraswathi nagar,27,1,Bike,,,,
Rapido,ngo colony,saraswathi nagar,138,3,Cab,,,,
Uber,nungambakkam,koyambedu,148,5,Auto,,,,
Uber,nungambakkam,koyambedu,107,2,Bike,,,,
Uber,nungambakkam,koyambedu,135,2,Uber Go,,,,
Uber,nungambakkam,koyambedu,198,1,Uber XL,,,,
Ola,nungambakkam,koyambedu,153,3,Auto,,,,
Ola,nungambakkam,koyambedu,278,5,Bike,,,,
Ola,nungambakkam,koyambedu,50,4,Mini,,,,
Ola,nungambakkam,koyambedu,178,7,Prime Sedan,,,,
Rapido,nungambakkam,koyambedu,147,1,Auto,,,,
Rapido,nungambakkam,koyambedu,230,5,Bike,,,,
Rapido,nungambakkam,koyambedu,189,1,Cab,,,,
Uber,Nungambakkam,Velachery,278,2,Auto,,,,
Uber,Nungambakkam,Velachery,181,1,Bike,,,,
Uber,Nungambakkam,Velachery,289,3,Uber Go,,,,
Uber,Nungambakkam,Velachery,649,4,Uber XL,,,,
Ola,Nungambakkam,Velachery,331,1,Auto,,,,
Ola,Nungambakkam,Velachery,110,2,Bike,,,,
Ola,Nungambakkam,Velachery,345,2,Mini,,,,
Ola,Nungambakkam,Velachery,421,2,Prime Sedan,,,,
Rapido,Nungambakkam,Velachery,337,2,Auto,,,,
Rapido,Nungambakkam,Velachery,183,2,Bike,,,,
Rapido,Nungambakkam,Velachery,310,3,Cab,,,,
Uber,padi,anna nagar,126,1,Auto,,,,
Uber,padi,anna nagar,84,4,Bike,,,,
Uber,padi,anna nagar,129,3,Uber Go,,,,
Uber,padi,anna nagar,158,4,Uber XL,,,,
Ola,padi,anna nagar,84,6,Auto,,,,
Ola,padi,anna nagar,25,7,Bike,,,,
Ola,padi,anna nagar,132,4,Mini,,,,
Ola,padi,anna nagar,132,1,Prime Sedan,,,,
Rapido,padi,anna nagar,152,3,Auto,,,,
Rapido,padi,anna nagar,59,7,Bike,,,,
Rapido,padi,anna nagar,125,5,Cab,,,,
Uber,padi,koyambedu,162,2,Auto,,,,
Uber,padi,koyambedu,79,4,Bike,,,,
Uber,padi,koyambedu,197,2,Uber XL,,,,
Ola,padi,koyambedu,129,4,Auto,,,,
Ola,padi,koyambedu,60,5,Bike,,,,
Ola,padi,koyambedu,186,3,Mini,,,,
Ola,padi,koyambedu,180,2,Prime Sedan,,,,
Rapido,padi,koyambedu,162,2,Auto,,,,
Rapido,padi,koyambedu,68,1,Bike,,,,
Rapido,padi,koyambedu,125,4,Cab,,,,
Rapido,padi,koyambedu,174,5,Uber Go,,,,
Uber,padi,mambalam,248,1,Auto,,,,
Uber,padi,mambalam,212,2,Bike,,,,
Uber,padi,mambalam,410,4,Uber Go,,,,
Uber,padi,mambalam,274,7,Uber XL,,,,
Ola,padi,mambalam,234,3,Auto,,,,
Ola,padi,mambalam,85,1,Bike,,,,
Ola,padi,mambalam,412,4,Mini,,,,
Ola,padi,mambalam,478,7,Prime Sedan,,,,
Rapido,padi,mambalam,254,2,Auto,,,,
Rapido,padi,mambalam,147,5,Bike,,,,
Rapido,padi,mambalam,199,3,Cab,,,,
Uber,pallavaram,meenambakkam,142,5,Auto,,,,
Uber,pallavaram,meenambakkam,62,7,Bike,,,,
Uber,pallavaram,meenambakkam,165,7,Uber Go,,,,
Uber,pallavaram,meenambakkam,189,3,Uber XL,,,,
Ola,pallavaram,meenambakkam,112,2,Auto,,,,
Ola,pallavaram,meenambakkam,55,2,Bike,,,,
Ola,pallavaram,meenambakkam,174,3,Mini,,,,
Ola,pallavaram,meenambakkam,189,6,Prime Sedan,,,,
Rapido,pallavaram,meenambakkam,146,2,Auto,,,,
Rapido,pallavaram,meenambakkam,156,1,Cab,,,,
Uber,palur,kancheepuram,513,1,Auto,,,,
Uber,palur,kancheepuram,199,5,Bike,,,,
Uber,palur,kancheepuram,406,3,Uber Go,,,,
Uber,palur,kancheepuram,546,7,Uber XL,,,,
Ola,palur,kancheepuram,510,1,Auto,,,,
Ola,palur,kancheepuram,200,1,Bike,,,,
Ola,palur,kancheepuram,410,4,Mini,,,,
Ola,palur,kancheepuram,511,3,Prime Sedan,,,,
Rapido,palur,kancheepuram,512,1,Auto,,,,
Rapido,palur,kancheepuram,195,8,Bike,,,,
Rapido,palur,kancheepuram,420,4,Cab,,,,
Uber,pammal,alandur metro,184,9,Auto,,,,
Uber,pammal,alandur metro,132,5,Bike,,,,
Uber,pammal,alandur metro,175,9,Uber Go,,,,
Uber,pammal,alandur metro,193,5,Uber XL,,,,
Ola,pammal,alandur metro,165,3,Auto,,,,
Ola,pammal,alandur metro,50,6,Bike,,,,
Ola,pammal,alandur metro,182,4,Mini,,,,
Ola,pammal,alandur metro,186,6,Prime Sedan,,,,
Rapido,pammal,alandur metro,245,3,Auto,,,,
Rapido,pammal,alandur metro,129,1,Bike,,,,
Rapido,pammal,alandur metro,192,4,Cab,,,,
Uber,panagal park,shanthi theatre,99,5,Auto,,,,
Uber,panagal park,shanthi theatre,74,2,Bike,,,,
Uber,panagal park,shanthi theatre,186,1,Uber Go,,,,
Uber,panagal park,shanthi theatre,179,1,Uber XL,,,,
Ola,panagal park,shanthi theatre,97,4,Auto,,,,
Ola,panagal park,shanthi theatre,50,4,Bike,,,,
Ola,panagal park,shanthi theatre,150,7,Mini,,,,
Ola,panagal park,shanthi theatre,150,3,Prime Sedan,,,,
Rapido,panagal park,shanthi theatre,190,7,Auto,,,,
Rapido,panagal park,shanthi theatre,71,1,Bike,,,,
Rapido,panagal park,shanthi theatre,125,4,Cab,,,,
Uber,paranur,vandalur,323,6,Auto,,,,
Uber,paranur,vandalur,212,2,Bike,,,,
Uber,paranur,vandalur,345,3,Uber Go,,,,
Uber,paranur,vandalur,347,5,Uber XL,,,,
Ola,paranur,vandalur,338,1,Auto,,,,
Ola,paranur,vandalur,200,2,Bike,,,,
Ola,paranur,vandalur,510,1,Mini,,,,
Ola,paranur,vandalur,515,3,Prime Sedan,,,,
Rapido,paranur,vandalur,338,3,Auto,,,,
Rapido,paranur,vandalur,205,1,Bike,,,,
Rapido,paranur,vandalur,530,4,Cab,,,,
Uber,park town,chennai fort,96,1,Auto,,,,
Uber,park town,chennai fort,46,6,Bike,,,,
Uber,park town,chennai fort,127,2,Uber Go,,,,
Uber,park town,chennai fort,169,5,Uber XL,,,,
Ola,park town,chennai fort,62,7,Auto,,,,
Ola,park town,chennai fort,28,6,Bike,,,,
Ola,park town,chennai fort,139,9,Mini,,,,
Ola,park town,chennai fort,171,9,Prime Sedan,,,,
Rapido,park town,chennai fort,115,3,Auto,,,,
Rapido,park town,chennai fort,36,2,Bike,,,,
Rapido,park town,chennai fort,125,5,Cab,,,,
Uber,pattabiram,putlur,219,3,Auto,,,,
Uber,pattabiram,putlur,129,7,Bike,,,,
Uber,pattabiram,putlur,285,1,Uber Go,,,,
Uber,pattabiram,putlur,274,6,Uber XL,,,,
Ola,pattabiram,putlur,239,2,Auto,,,,
Ola,pattabiram,putlur,120,1,Bike,,,,
Ola,pattabiram,putlur,297,7,Mini,,,,
Ola,pattabiram,putlur,337,2,Prime Sedan,,,,
Rapido,pattabiram,putlur,236,2,Auto,,,,
Rapido,pattabiram,putlur,122,4,Bike,,,,
Rapido,pattabiram,putlur,245,1,Cab,,,,
Uber,perambur,chennai park,251,1,Auto,,,,
Uber,perambur,chennai park,139,7,Bike,,,,
Uber,perambur,chennai park,184,5,Uber Go,,,,
Uber,perambur,chennai park,291,2,Uber XL,,,,
Ola,perambur,chennai park,166,5,Auto,,,,
Ola,perambur,chennai park,50,2,Bike,,,,
Ola,perambur,chennai park,190,5,Mini,,,,
Ola,perambur,chennai park,194,9,Prime Sedan,,,,
Rapido,perambur,chennai park,254,5,Auto,,,,
Rapido,perambur,chennai park,136,2,Bike,,,,
Rapido,perambur,chennai park,200,1,Cab,,,,
Uber,perambur,villivakkam,112,5,Auto,,,,
Uber,perambur,villivakkam,49,1,Bike,,,,
Uber,perambur,villivakkam,125,4,Uber Go,,,,
Uber,perambur,villivakkam,286,5,Uber XL,,,,
Ola,perambur,villivakkam,107,7,Auto,,,,
Ola,perambur,villivakkam,28,3,Bike,,,,
Ola,perambur,villivakkam,159,8,Mini,,,,
Ola,perambur,villivakkam,153,5,Prime Sedan,,,,
Rapido,perambur,villivakkam,111,1,Auto,,,,
Rapido,perambur,villivakkam,43,4,Bike,,,,
Rapido,perambur,villivakkam,200,2,Cab,,,,
Uber,Perungudi,perungalathur,309,2,Bike,,,,
Uber,Perungudi,perungalathur,469,9,Uber Go,,,,
Uber,Perungudi,perungalathur,933,6,Uber XL,,,,
Ola,Perungudi,perungalathur,405,2,Auto,,,,
Ola,Perungudi,perungalathur,175,4,Bike,,,,
Ola,Perungudi,perungalathur,557,4,Mini,,,,
Ola,Perungudi,perungalathur,560,1,Prime Sedan,,,,
Rapido,Perungudi,perungalathur,396,3,Auto,,,,
Rapido,Perungudi,perungalathur,265,3,Bike,,,,
Rapido,Perungudi,perungalathur,472,4,Cab,,,,
Uber,ponmar,Triplicane,467,3,Auto,,,,
Uber,ponmar,Triplicane,332,5,Bike,,,,
Uber,ponmar,Triplicane,579,11,Uber Go,,,,
Uber,ponmar,Triplicane,1208,8,Uber XL,,,,
Ola,ponmar,Triplicane,446,1,Auto,,,,
Ola,ponmar,Triplicane,824,1,Mini,,,,
Ola,ponmar,Triplicane,807,2,Prime Sedan,,,,
Rapido,ponmar,Triplicane,430,6,Auto,,,,
Rapido,ponmar,Triplicane,356,12,Bike,,,,
Rapido,ponmar,Triplicane,664,7,Cab,,,,
Uber,ponmar,velachery,258,5,Auto,,,,
Uber,ponmar,velachery,176,1,Bike,,,,
Uber,ponmar,velachery,262,4,Uber Go,,,,
Uber,ponmar,velachery,287,5,Uber XL,,,,
Ola,ponmar,velachery,272,7,Auto,,,,
Ola,ponmar,velachery,130,3,Bike,,,,
Ola,ponmar,velachery,357,8,Mini,,,,
Ola,ponmar,velachery,414,5,Prime Sedan,,,,
Rapido,ponmar,velachery,258,1,Auto,,,,
Rapido,ponmar,velachery,177,4,Bike,,,,
Rapido,ponmar,velachery,407,2,Cab,,,,
Uber,ponmar junction,tharamani,289,1,Auto,,,,
Uber,ponmar junction,tharamani,192,2,Bike,,,,
Uber,ponmar junction,tharamani,294,8,Uber Go,,,,
Uber,ponmar junction,tharamani,333,4,Uber XL,,,,
Ola,ponmar junction,tharamani,302,8,Auto,,,,
Ola,ponmar junction,tharamani,130,2,Bike,,,,
Ola,ponmar junction,tharamani,412,1,Mini,,,,
Ola,ponmar junction,tharamani,479,6,Prime Sedan,,,,
Rapido,ponmar junction,tharamani,290,2,Auto,,,,
Rapido,ponmar junction,tharamani,212,1,Bike,,,,
Rapido,ponmar junction,tharamani,468,3,Cab,,,,
Uber,potheri,villivakkam,578,5,Auto,,,,
Uber,potheri,villivakkam,719,4,Bike,,,,
Uber,potheri,villivakkam,916,7,Uber Go,,,,
Uber,potheri,villivakkam,999,4,Uber XL,,,,
Ola,potheri,villivakkam,579,6,Auto,,,,
Ola,potheri,villivakkam,494,1,Bike,,,,
Ola,potheri,villivakkam,979,3,Mini,,,,
Ola,potheri,villivakkam,1032,4,Prime Sedan,,,,
Rapido,potheri,villivakkam,909,1,Auto,,,,
Rapido,potheri,villivakkam,710,4,Bike,,,,
Rapido,potheri,villivakkam,875,1,Cab,,,,
Uber,potheri,pallavaram,476,8,Auto,,,,
Uber,potheri,pallavaram,356,1,Bike,,,,
Uber,potheri,pallavaram,501,5,Uber Go,,,,
Uber,potheri,pallavaram,546,2,Uber XL,,,,
Ola,potheri,pallavaram,311,5,Auto,,,,
Ola,potheri,pallavaram,175,1,Bike,,,,
Ola,potheri,pallavaram,502,6,Mini,,,,
Ola,potheri,pallavaram,657,1,Prime Sedan,,,,
Rapido,potheri,pallavaram,484,1,Auto,,,,
Rapido,potheri,pallavaram,339,4,Bike,,,,
Rapido,potheri,pallavaram,439,2,Cab,,,,
Uber,putlur,avadi,532,2,Auto,,,,
Uber,putlur,avadi,369,4,Bike,,,,
Uber,putlur,avadi,501,1,Uber Go,,,,
Uber,putlur,avadi,596,5,Uber XL,,,,
Ola,putlur,avadi,566,1,Auto,,,,
Ola,putlur,avadi,325,6,Bike,,,,
Ola,putlur,avadi,505,4,Mini,,,,
Ola,putlur,avadi,652,3,Prime Sedan,,,,
Rapido,putlur,avadi,574,2,Auto,,,,
Rapido,putlur,avadi,329,6,Bike,,,,
Rapido,putlur,avadi,526,4,Cab,,,,
Uber,putlur,pattabiram,345,1,Auto,,,,
Uber,putlur,pattabiram,156,5,Bike,,,,
Uber,putlur,pattabiram,325,4,Uber Go,,,,
Uber,putlur,pattabiram,392,3,Uber XL,,,,
Ola,putlur,pattabiram,332,1,Auto,,,,
Ola,putlur,pattabiram,120,3,Bike,,,,
Ola,putlur,pattabiram,332,6,Mini,,,,
Ola,putlur,pattabiram,425,4,Prime Sedan,,,,
Rapido,putlur,pattabiram,336,1,Auto,,,,
Rapido,putlur,pattabiram,122,2,Bike,,,,
Rapido,putlur,pattabiram,356,4,Cab,,,,
Uber,putlur,basin bridge,754,3,Auto,,,,
Uber,putlur,basin bridge,496,2,Bike,,,,
Uber,putlur,basin bridge,745,5,Uber Go,,,,
Uber,putlur,basin bridge,893,6,Uber XL,,,,
Ola,putlur,basin bridge,742,9,Auto,,,,
Ola,putlur,basin bridge,492,1,Bike,,,,
Ola,putlur,basin bridge,746,2,Mini,,,,
Ola,putlur,basin bridge,967,5,Prime Sedan,,,,
Rapido,putlur,basin bridge,752,5,Auto,,,,
Rapido,putlur,basin bridge,490,6,Bike,,,,
Rapido,putlur,basin bridge,755,3,Cab,,,,
Uber,Red hills,Besant Nagar,464,3,Auto,,,,
Uber,Red hills,Besant Nagar,329,6,Bike,,,,
Uber,Red hills,Besant Nagar,579,7,Uber Go,,,,
Uber,Red hills,Besant Nagar,1195,6,Uber XL,,,,
Ola,Red hills,Besant Nagar,342,1,Auto,,,,
Ola,Red hills,Besant Nagar,120,1,Bike,,,,
Ola,Red hills,Besant Nagar,464,4,Mini,,,,
Ola,Red hills,Besant Nagar,459,4,Prime Sedan,,,,
Rapido,Red hills,Besant Nagar,420,2,Auto,,,,
Rapido,Red hills,Besant Nagar,348,2,Bike,,,,
Rapido,Red hills,Besant Nagar,648,4,Cab,,,,
Uber,red hills,madhavaram,114,6,Auto,,,,
Uber,red hills,madhavaram,54,2,Bike,,,,
Uber,red hills,madhavaram,192,3,Uber Go,,,,
Uber,red hills,madhavaram,249,5,Uber XL,,,,
Ola,red hills,madhavaram,135,8,Auto,,,,
Ola,red hills,madhavaram,60,1,Bike,,,,
Ola,red hills,madhavaram,193,3,Mini,,,,
Ola,red hills,madhavaram,188,4,Prime Sedan,,,,
Rapido,red hills,madhavaram,122,1,Auto,,,,
Rapido,red hills,madhavaram,51,1,Bike,,,,
Rapido,red hills,madhavaram,212,3,Cab,,,,
Uber,royapettah,madipakkam,284,7,Auto,,,,
Uber,royapettah,madipakkam,221,4,Bike,,,,
Uber,royapettah,madipakkam,266,3,Uber Go,,,,
Uber,royapettah,madipakkam,269,5,Uber XL,,,,
Ola,royapettah,madipakkam,312,2,Auto,,,,
Ola,royapettah,madipakkam,130,4,Bike,,,,
Ola,royapettah,madipakkam,359,2,Mini,,,,
Ola,royapettah,madipakkam,414,1,Prime Sedan,,,,
Rapido,royapettah,madipakkam,292,4,Auto,,,,
Rapido,royapettah,madipakkam,173,1,Bike,,,,
Rapido,royapettah,madipakkam,408,1,Cab,,,,
Uber,saidapet,Avadi,453,4,Auto,,,,
Uber,saidapet,Avadi,411,5,Bike,,,,
Uber,saidapet,Avadi,421,3,Uber Go,,,,
Uber,saidapet,Avadi,499,9,Uber XL,,,,
Ola,saidapet,Avadi,392,2,Auto,,,,
Ola,saidapet,Avadi,175,3,Bike,,,,
Ola,saidapet,Avadi,412,8,Mini,,,,
Ola,saidapet,Avadi,479,5,Prime Sedan,,,,
Rapido,saidapet,Avadi,585,1,Auto,,,,
Rapido,saidapet,Avadi,372,4,Bike,,,,
Rapido,saidapet,Avadi,468,2,Cab,,,,
Uber,saidapet,broadway,174,3,Auto,,,,
Uber,saidapet,broadway,167,1,Bike,,,,
Uber,saidapet,broadway,214,8,Uber Go,,,,
Uber,saidapet,broadway,267,3,Uber XL,,,,
Ola,saidapet,broadway,178,6,Auto,,,,
Ola,saidapet,broadway,85,7,Bike,,,,
Ola,saidapet,broadway,216,4,Mini,,,,
Ola,saidapet,broadway,222,1,Prime Sedan,,,,
Rapido,saidapet,broadway,290,3,Auto,,,,
Rapido,saidapet,broadway,144,2,Bike,,,,
Rapido,saidapet,broadway,213,5,Cab,,,,
Uber,saidapet,guindy,195,1,Auto,,,,
Uber,saidapet,guindy,65,2,Bike,,,,
Uber,saidapet,guindy,138,3,Uber Go,,,,
Uber,saidapet,guindy,219,7,Uber XL,,,,
Ola,saidapet,guindy,96,1,Auto,,,,
Ola,saidapet,guindy,25,6,Bike,,,,
Ola,saidapet,guindy,145,4,Mini,,,,
Ola,saidapet,guindy,157,3,Prime Sedan,,,,
Rapido,saidapet,guindy,157,2,Auto,,,,
Rapido,saidapet,guindy,55,6,Bike,,,,
Rapido,saidapet,guindy,125,4,Cab,,,,
Uber,saidapet,kodambakkam,195,1,Auto,,,,
Uber,saidapet,kodambakkam,71,5,Bike,,,,
Uber,saidapet,kodambakkam,138,4,Uber Go,,,,
Uber,saidapet,kodambakkam,209,3,Uber XL,,,,
Ola,saidapet,kodambakkam,102,1,Auto,,,,
Ola,saidapet,kodambakkam,51,1,Bike,,,,
Ola,saidapet,kodambakkam,156,6,Mini,,,,
Ola,saidapet,kodambakkam,156,4,Prime Sedan,,,,
Rapido,saidapet,kodambakkam,187,1,Auto,,,,
Rapido,saidapet,kodambakkam,67,2,Bike,,,,
Rapido,saidapet,kodambakkam,125,4,Cab,,,,
Uber,saidapet,pammal,212,1,Auto,,,,
Uber,saidapet,pammal,196,6,Bike,,,,
Uber,saidapet,pammal,226,2,Uber Go,,,,
Uber,saidapet,pammal,274,5,Uber XL,,,,
Ola,saidapet,pammal,237,3,Auto,,,,
Ola,saidapet,pammal,85,9,Bike,,,,
Ola,saidapet,pammal,238,9,Mini,,,,
Ola,saidapet,pammal,247,4,Prime Sedan,,,,
Rapido,saidapet,pammal,329,9,Auto,,,,
Rapido,saidapet,pammal,180,5,Bike,,,,
Rapido,saidapet,pammal,254,9,Cab,,,,
Uber,saidapet,spencer plaza,165,3,Auto,,,,
Uber,saidapet,spencer plaza,107,5,Bike,,,,
Uber,saidapet,spencer plaza,169,6,Uber Go,,,,
Uber,saidapet,spencer plaza,193,4,Uber XL,,,,
Ola,saidapet,spencer plaza,124,2,Auto,,,,
Ola,saidapet,spencer plaza,50,6,Bike,,,,
Ola,saidapet,spencer plaza,171,7,Mini,,,,
Ola,saidapet,spencer plaza,172,6,Prime Sedan,,,,
Rapido,saidapet,spencer plaza,231,7,Auto,,,,
Rapido,saidapet,spencer plaza,93,2,Bike,,,,
Rapido,saidapet,spencer plaza,149,5,Cab,,,,
Uber,Saidapet,vyasarpedi,185,3,Bike,,,,
Uber,Saidapet,vyasarpedi,389,6,Uber Go,,,,
Uber,Saidapet,vyasarpedi,334,2,Auto,,,,
Uber,Saidapet,vyasarpedi,731,7,Uber XL,,,,
Ola,Saidapet,vyasarpedi,264,1,Auto,,,,
Ola,Saidapet,vyasarpedi,90,3,Bike,,,,
Ola,Saidapet,vyasarpedi,376,2,Mini,,,,
Ola,Saidapet,vyasarpedi,370,1,Prime Sedan,,,,
Rapido,Saidapet,vyasarpedi,264,2,Auto,,,,
Rapido,Saidapet,vyasarpedi,151,2,Bike,,,,
Rapido,Saidapet,vyasarpedi,297,3,Cab,,,,
Uber,sevvapet,Thiruninravur,478,5,Auto,,,,
Uber,sevvapet,Thiruninravur,59,8,Bike,,,,
Uber,sevvapet,Thiruninravur,412,3,Uber Go,,,,
Uber,sevvapet,Thiruninravur,498,5,Uber XL,,,,
Ola,sevvapet,Thiruninravur,480,5,Auto,,,,
Ola,sevvapet,Thiruninravur,50,1,Bike,,,,
Ola,sevvapet,Thiruninravur,418,6,Mini,,,,
Ola,sevvapet,Thiruninravur,485,1,Prime Sedan,,,,
Rapido,sevvapet,Thiruninravur,489,1,Auto,,,,
Rapido,sevvapet,Thiruninravur,55,4,Bike,,,,
Rapido,sevvapet,Thiruninravur,520,2,Cab,,,,
Uber,sholinganallur,guindy,287,3,Auto,,,,
Uber,sholinganallur,guindy,195,5,Bike,,,,
Uber,sholinganallur,guindy,413,4,Uber Go,,,,
Uber,sholinganallur,guindy,513,5,Uber XL,,,,
Ola,sholinganallur,guindy,247,2,Auto,,,,
Ola,sholinganallur,guindy,130,3,Bike,,,,
Ola,sholinganallur,guindy,321,6,Mini,,,,
Ola,sholinganallur,guindy,325,5,Prime Sedan,,,,
Rapido,sholinganallur,guindy,276,2,Auto,,,,
Rapido,sholinganallur,guindy,148,3,Bike,,,,
Rapido,sholinganallur,guindy,404,7,Cab,,,,
Uber,sholinganallur,kovalam,257,7,Auto,,,,
Uber,sholinganallur,kovalam,127,4,Bike,,,,
Uber,sholinganallur,kovalam,745,3,Uber Go,,,,
Uber,sholinganallur,kovalam,796,5,Uber XL,,,,
Ola,sholinganallur,kovalam,429,4,Auto,,,,
Ola,sholinganallur,kovalam,372,2,Bike,,,,
Ola,sholinganallur,kovalam,718,1,Mini,,,,
Ola,sholinganallur,kovalam,721,7,Prime Sedan,,,,
Rapido,sholinganallur,kovalam,248,1,Auto,,,,
Rapido,sholinganallur,kovalam,120,2,Bike,,,,
Rapido,sholinganallur,kovalam,390,4,Cab,,,,
Uber,sholinganallur,velachery,206,7,Auto,,,,
Uber,sholinganallur,velachery,132,4,Bike,,,,
Uber,sholinganallur,velachery,254,1,Uber Go,,,,
Uber,sholinganallur,velachery,348,2,Uber XL,,,,
Ola,sholinganallur,velachery,207,5,Auto,,,,
Ola,sholinganallur,velachery,90,2,Bike,,,,
Ola,sholinganallur,velachery,264,5,Mini,,,,
Ola,sholinganallur,velachery,268,9,Prime Sedan,,,,
Rapido,sholinganallur,velachery,205,5,Auto,,,,
Rapido,sholinganallur,velachery,124,2,Bike,,,,
Rapido,sholinganallur,velachery,335,1,Cab,,,,
Uber,soumya nagar,egmore,356,6,Auto,,,,
Uber,soumya nagar,egmore,279,2,Bike,,,,
Uber,soumya nagar,egmore,521,3,Uber Go,,,,
Uber,soumya nagar,egmore,593,5,Uber XL,,,,
Ola,soumya nagar,egmore,369,8,Auto,,,,
Ola,soumya nagar,egmore,200,1,Bike,,,,
Ola,soumya nagar,egmore,529,3,Mini,,,,
Ola,soumya nagar,egmore,618,4,Prime Sedan,,,,
Rapido,soumya nagar,egmore,388,1,Auto,,,,
Rapido,soumya nagar,egmore,270,1,Bike,,,,
Rapido,soumya nagar,egmore,563,3,Cab,,,,
Uber,soumya nagar,koyembedu,286,5,Auto,,,,
Uber,soumya nagar,koyembedu,276,1,Bike,,,,
Uber,soumya nagar,koyembedu,358,4,Uber Go,,,,
Uber,soumya nagar,koyembedu,599,5,Uber XL,,,,
Ola,soumya nagar,koyembedu,354,7,Auto,,,,
Ola,soumya nagar,koyembedu,200,3,Bike,,,,
Ola,soumya nagar,koyembedu,509,3,Mini,,,,
Ola,soumya nagar,koyembedu,652,5,Prime Sedan,,,,
Rapido,soumya nagar,koyembedu,248,1,Auto,,,,
Rapido,soumya nagar,koyembedu,289,2,Bike,,,,
Rapido,soumya nagar,koyembedu,595,2,Cab,,,,
Uber,soumya nagar,meenambakkam,215,8,Auto,,,,
Uber,soumya nagar,meenambakkam,112,1,Bike,,,,
Uber,soumya nagar,meenambakkam,294,5,Uber Go,,,,
Uber,soumya nagar,meenambakkam,351,2,Uber XL,,,,
Ola,soumya nagar,meenambakkam,230,8,Auto,,,,
Ola,soumya nagar,meenambakkam,90,2,Bike,,,,
Ola,soumya nagar,meenambakkam,299,1,Mini,,,,
Ola,soumya nagar,meenambakkam,336,6,Prime Sedan,,,,
Rapido,soumya nagar,meenambakkam,201,2,Auto,,,,
Rapido,soumya nagar,meenambakkam,103,1,Bike,,,,
Rapido,soumya nagar,meenambakkam,302,3,Cab,,,,
Uber,soumya nagar,velachery,145,2,Auto,,,,
Uber,soumya nagar,velachery,89,3,Bike,,,,
Uber,soumya nagar,velachery,156,3,Uber Go,,,,
Uber,soumya nagar,velachery,168,4,Uber XL,,,,
Ola,soumya nagar,velachery,182,9,Auto,,,,
Ola,soumya nagar,velachery,60,1,Bike,,,,
Ola,soumya nagar,velachery,228,2,Mini,,,,
Ola,soumya nagar,velachery,250,5,Prime Sedan,,,,
